Nombre,Categoria,Unidad (KG/L/UD),Precio,Merma (%),Alergenos (Separados por coma)
Cebolla Roja,Verduras,KG,2.09,8,
Cebolla Roja Ecológico,Verduras,KG,1.8,20,
Cebolla Roja Iv Gama (Lavado Y Cortado),Verduras,KG,1.46,2,
Cebolla Roja Asado (Listo Para Usar),Verduras,KG,2.23,1,
Cebolla Roja Pelado,Verduras,KG,1.16,18,
Ajo,Verduras,KG,2.34,20,
Ajo Ecológico,Verduras,KG,1.34,0,
Ajo Iv Gama (Lavado Y Cortado),Verduras,KG,2.4,12,
Ajo Asado (Listo Para Usar),Verduras,KG,2.22,0,
Ajo Pelado,Verduras,KG,1.36,15,
Puerro,Verduras,KG,2.85,7,
Puerro Ecológico,Verduras,KG,1.01,20,
Puerro Iv Gama (Lavado Y Cortado),Verduras,KG,1.19,18,
Puerro Asado (Listo Para Usar),Verduras,KG,2.75,3,
Puerro Pelado,Verduras,KG,1.9,1,
Zanahoria,Verduras,KG,3.23,11,
Zanahoria Ecológico,Verduras,KG,3.07,5,
Zanahoria Iv Gama (Lavado Y Cortado),Verduras,KG,2.17,2,
Zanahoria Asado (Listo Para Usar),Verduras,KG,2.7,10,
Zanahoria Pelado,Verduras,KG,2.61,9,
Patata,Verduras,KG,2.71,5,
Patata Ecológico,Verduras,KG,1.95,13,
Patata Iv Gama (Lavado Y Cortado),Verduras,KG,2.2,14,
Patata Asado (Listo Para Usar),Verduras,KG,1.76,10,
Patata Pelado,Verduras,KG,3.15,7,
Boniato,Verduras,KG,2.46,6,
Boniato Ecológico,Verduras,KG,3.0,8,
Boniato Iv Gama (Lavado Y Cortado),Verduras,KG,1.22,4,
Boniato Asado (Listo Para Usar),Verduras,KG,1.62,5,
Boniato Pelado,Verduras,KG,1.48,13,
Berenjena,Verduras,KG,1.47,3,
Berenjena Ecológico,Verduras,KG,3.24,3,
Berenjena Iv Gama (Lavado Y Cortado),Verduras,KG,1.6,10,
Berenjena Asado (Listo Para Usar),Verduras,KG,1.05,10,
Berenjena Pelado,Verduras,KG,1.2,19,
Calabacín,Verduras,KG,3.0,19,
Calabacín Ecológico,Verduras,KG,2.67,8,
Calabacín Iv Gama (Lavado Y Cortado),Verduras,KG,2.0,4,
Calabacín Asado (Listo Para Usar),Verduras,KG,1.63,6,
Calabacín Pelado,Verduras,KG,2.33,2,
Pimiento Rojo,Verduras,KG,2.25,8,
Pimiento Rojo Ecológico,Verduras,KG,2.74,10,
Pimiento Rojo Iv Gama (Lavado Y Cortado),Verduras,KG,1.89,6,
Pimiento Rojo Asado (Listo Para Usar),Verduras,KG,2.42,7,
Pimiento Rojo Pelado,Verduras,KG,1.26,10,
Pimiento Verde,Verduras,KG,1.48,4,
Pimiento Verde Ecológico,Verduras,KG,3.34,16,
Pimiento Verde Iv Gama (Lavado Y Cortado),Verduras,KG,1.87,4,
Pimiento Verde Asado (Listo Para Usar),Verduras,KG,2.77,10,
Pimiento Verde Pelado,Verduras,KG,2.31,19,
Pimiento Amarillo,Verduras,KG,3.34,1,
Pimiento Amarillo Ecológico,Verduras,KG,3.2,3,
Pimiento Amarillo Iv Gama (Lavado Y Cortado),Verduras,KG,1.5,8,
Pimiento Amarillo Asado (Listo Para Usar),Verduras,KG,2.25,9,
Pimiento Amarillo Pelado,Verduras,KG,2.78,18,
Pepino,Verduras,KG,1.6,1,
Pepino Ecológico,Verduras,KG,1.99,6,
Pepino Iv Gama (Lavado Y Cortado),Verduras,KG,2.06,4,
Pepino Asado (Listo Para Usar),Verduras,KG,2.54,3,
Pepino Pelado,Verduras,KG,3.43,11,
Lechuga Romana,Verduras,KG,3.47,11,
Lechuga Romana Ecológico,Verduras,KG,2.36,7,
Lechuga Romana Iv Gama (Lavado Y Cortado),Verduras,KG,3.01,11,
Lechuga Romana Asado (Listo Para Usar),Verduras,KG,1.89,8,
Lechuga Romana Pelado,Verduras,KG,3.21,1,
Lechuga Iceberg,Verduras,KG,2.66,20,
Lechuga Iceberg Ecológico,Verduras,KG,2.63,20,
Lechuga Iceberg Iv Gama (Lavado Y Cortado),Verduras,KG,3.31,5,
Lechuga Iceberg Asado (Listo Para Usar),Verduras,KG,1.82,8,
Lechuga Iceberg Pelado,Verduras,KG,2.71,16,
Espinaca,Verduras,KG,2.73,10,
Espinaca Ecológico,Verduras,KG,2.87,15,
Espinaca Iv Gama (Lavado Y Cortado),Verduras,KG,3.48,10,
Espinaca Asado (Listo Para Usar),Verduras,KG,2.94,0,
Espinaca Pelado,Verduras,KG,3.29,15,
Acelga,Verduras,KG,1.66,2,
Acelga Ecológico,Verduras,KG,2.51,20,
Acelga Iv Gama (Lavado Y Cortado),Verduras,KG,2.58,14,
Acelga Asado (Listo Para Usar),Verduras,KG,2.05,3,
Acelga Pelado,Verduras,KG,3.37,11,
Brócoli,Verduras,KG,1.98,9,
Brócoli Ecológico,Verduras,KG,3.34,11,
Brócoli Iv Gama (Lavado Y Cortado),Verduras,KG,1.71,5,
Brócoli Asado (Listo Para Usar),Verduras,KG,2.08,4,
Brócoli Pelado,Verduras,KG,3.15,15,
Coliflor,Verduras,KG,2.21,15,
Coliflor Ecológico,Verduras,KG,1.48,8,
Coliflor Iv Gama (Lavado Y Cortado),Verduras,KG,2.2,9,
Coliflor Asado (Listo Para Usar),Verduras,KG,2.82,4,
Coliflor Pelado,Verduras,KG,2.52,18,
Repollo,Verduras,KG,1.23,8,
Repollo Ecológico,Verduras,KG,1.33,7,
Repollo Iv Gama (Lavado Y Cortado),Verduras,KG,3.47,1,
Repollo Asado (Listo Para Usar),Verduras,KG,3.04,4,
Repollo Pelado,Verduras,KG,2.24,13,
Col Lombarda,Verduras,KG,2.9,1,
Col Lombarda Ecológico,Verduras,KG,3.49,13,
Col Lombarda Iv Gama (Lavado Y Cortado),Verduras,KG,1.78,0,
Col Lombarda Asado (Listo Para Usar),Verduras,KG,2.8,6,
Col Lombarda Pelado,Verduras,KG,2.69,18,
Alcachofa,Verduras,KG,1.02,16,
Alcachofa Ecológico,Verduras,KG,2.65,12,
Alcachofa Iv Gama (Lavado Y Cortado),Verduras,KG,1.4,9,
Alcachofa Asado (Listo Para Usar),Verduras,KG,3.29,8,
Alcachofa Pelado,Verduras,KG,1.31,13,
Espárrago Verde,Verduras,KG,1.91,14,
Espárrago Verde Ecológico,Verduras,KG,1.1,11,
Espárrago Verde Iv Gama (Lavado Y Cortado),Verduras,KG,1.69,6,
Espárrago Verde Asado (Listo Para Usar),Verduras,KG,1.88,7,
Espárrago Verde Pelado,Verduras,KG,2.99,14,
Guisantes,Verduras,KG,1.76,7,
Guisantes Ecológico,Verduras,KG,1.68,11,
Guisantes Iv Gama (Lavado Y Cortado),Verduras,KG,2.72,20,
Guisantes Asado (Listo Para Usar),Verduras,KG,1.38,4,
Guisantes Pelado,Verduras,KG,1.23,20,
Judía Verde,Verduras,KG,2.02,0,
Judía Verde Ecológico,Verduras,KG,1.59,3,
Judía Verde Iv Gama (Lavado Y Cortado),Verduras,KG,1.53,4,
Judía Verde Asado (Listo Para Usar),Verduras,KG,2.7,1,
Judía Verde Pelado,Verduras,KG,1.09,0,
Setas Champiñón,Verduras,KG,1.47,0,
Setas Champiñón Ecológico,Verduras,KG,1.32,5,
Setas Champiñón Iv Gama (Lavado Y Cortado),Verduras,KG,1.6,11,
Setas Champiñón Asado (Listo Para Usar),Verduras,KG,2.35,4,
Setas Champiñón Pelado,Verduras,KG,3.39,11,
Setas Shiitake,Verduras,KG,1.13,19,
Setas Shiitake Ecológico,Verduras,KG,1.78,1,
Setas Shiitake Iv Gama (Lavado Y Cortado),Verduras,KG,3.14,2,
Setas Shiitake Asado (Listo Para Usar),Verduras,KG,2.89,6,
Setas Shiitake Pelado,Verduras,KG,3.1,1,
Setas Portobello,Verduras,KG,1.68,19,
Setas Portobello Ecológico,Verduras,KG,1.35,4,
Setas Portobello Iv Gama (Lavado Y Cortado),Verduras,KG,1.71,20,
Setas Portobello Asado (Listo Para Usar),Verduras,KG,1.74,4,
Setas Portobello Pelado,Verduras,KG,2.88,14,
Apio,Verduras,KG,2.22,14,
Apio Ecológico,Verduras,KG,2.9,4,
Apio Iv Gama (Lavado Y Cortado),Verduras,KG,2.86,12,
Apio Asado (Listo Para Usar),Verduras,KG,1.53,2,
Apio Pelado,Verduras,KG,3.17,11,
Hinojo,Verduras,KG,2.29,15,
Hinojo Ecológico,Verduras,KG,2.6,6,
Hinojo Iv Gama (Lavado Y Cortado),Verduras,KG,3.2,3,
Hinojo Asado (Listo Para Usar),Verduras,KG,2.52,10,
Hinojo Pelado,Verduras,KG,2.16,12,
Remolacha,Verduras,KG,1.67,6,
Remolacha Ecológico,Verduras,KG,2.97,11,
Remolacha Iv Gama (Lavado Y Cortado),Verduras,KG,1.22,1,
Remolacha Asado (Listo Para Usar),Verduras,KG,3.27,10,
Remolacha Pelado,Verduras,KG,1.03,7,
Rábano,Verduras,KG,2.67,9,
Rábano Ecológico,Verduras,KG,2.69,20,
Rábano Iv Gama (Lavado Y Cortado),Verduras,KG,2.76,19,
Rábano Asado (Listo Para Usar),Verduras,KG,1.6,8,
Rábano Pelado,Verduras,KG,3.32,16,
Calabaza,Verduras,KG,2.22,8,
Calabaza Ecológico,Verduras,KG,1.55,14,
Calabaza Iv Gama (Lavado Y Cortado),Verduras,KG,2.09,17,
Calabaza Asado (Listo Para Usar),Verduras,KG,1.86,9,
Calabaza Pelado,Verduras,KG,2.1,11,
Maíz Dulce,Verduras,KG,1.32,7,
Maíz Dulce Ecológico,Verduras,KG,3.37,2,
Maíz Dulce Iv Gama (Lavado Y Cortado),Verduras,KG,1.84,15,
Maíz Dulce Asado (Listo Para Usar),Verduras,KG,1.77,9,
Maíz Dulce Pelado,Verduras,KG,3.32,8,
Cebolleta,Verduras,KG,3.34,13,
Cebolleta Ecológico,Verduras,KG,1.97,10,
Cebolleta Iv Gama (Lavado Y Cortado),Verduras,KG,2.07,9,
Cebolleta Asado (Listo Para Usar),Verduras,KG,1.85,9,
Cebolleta Pelado,Verduras,KG,2.71,11,
Perejil,Verduras,KG,3.0,11,
Perejil Ecológico,Verduras,KG,3.17,16,
Perejil Iv Gama (Lavado Y Cortado),Verduras,KG,2.52,3,
Perejil Asado (Listo Para Usar),Verduras,KG,1.45,2,
Perejil Pelado,Verduras,KG,2.77,14,
Cilantro,Verduras,KG,3.4,3,
Cilantro Ecológico,Verduras,KG,3.33,9,
Cilantro Iv Gama (Lavado Y Cortado),Verduras,KG,1.25,4,
Cilantro Asado (Listo Para Usar),Verduras,KG,3.21,7,
Cilantro Pelado,Verduras,KG,3.08,3,
Naranja,Frutas,KG,2.02,7,
Naranja Ecológico,Frutas,KG,1.72,4,
Naranja Deshidratado,Frutas,KG,3.24,10,
Naranja En Almíbar,Frutas,KG,3.64,4,
Naranja Puré,Frutas,KG,4.41,0,
Mandarina,Frutas,KG,3.33,5,
Mandarina Ecológico,Frutas,KG,1.8,19,
Mandarina Deshidratado,Frutas,KG,2.15,3,
Mandarina En Almíbar,Frutas,KG,2.67,6,
Mandarina Puré,Frutas,KG,1.82,10,
Limón,Frutas,KG,3.53,4,
Limón Ecológico,Frutas,KG,1.43,12,
Limón Deshidratado,Frutas,KG,1.63,1,
Limón En Almíbar,Frutas,KG,4.05,7,
Limón Puré,Frutas,KG,4.05,6,
Lima,Frutas,KG,1.93,8,
Lima Ecológico,Frutas,KG,3.47,8,
Lima Deshidratado,Frutas,KG,1.56,0,
Lima En Almíbar,Frutas,KG,4.46,4,
Lima Puré,Frutas,KG,2.34,6,
Pomelo,Frutas,KG,2.0,10,
Pomelo Ecológico,Frutas,KG,2.4,11,
Pomelo Deshidratado,Frutas,KG,2.72,1,
Pomelo En Almíbar,Frutas,KG,4.24,1,
Pomelo Puré,Frutas,KG,4.33,2,
Manzana Golden,Frutas,KG,3.85,17,
Manzana Golden Ecológico,Frutas,KG,3.64,7,
Manzana Golden Deshidratado,Frutas,KG,2.59,8,
Manzana Golden En Almíbar,Frutas,KG,3.42,1,
Manzana Golden Puré,Frutas,KG,4.44,1,
Manzana Verde,Frutas,KG,1.31,0,
Manzana Verde Ecológico,Frutas,KG,2.49,0,
Manzana Verde Deshidratado,Frutas,KG,3.36,2,
Manzana Verde En Almíbar,Frutas,KG,3.42,2,
Manzana Verde Puré,Frutas,KG,3.17,8,
Pera Conferencia,Frutas,KG,1.35,19,
Pera Conferencia Ecológico,Frutas,KG,3.95,1,
Pera Conferencia Deshidratado,Frutas,KG,1.83,7,
Pera Conferencia En Almíbar,Frutas,KG,2.03,10,
Pera Conferencia Puré,Frutas,KG,1.91,4,
Plátano,Frutas,KG,2.08,20,
Plátano Ecológico,Frutas,KG,3.92,18,
Plátano Deshidratado,Frutas,KG,3.67,5,
Plátano En Almíbar,Frutas,KG,3.06,2,
Plátano Puré,Frutas,KG,3.82,8,
Uva Blanca,Frutas,KG,3.14,4,
Uva Blanca Ecológico,Frutas,KG,1.72,13,
Uva Blanca Deshidratado,Frutas,KG,3.71,7,
Uva Blanca En Almíbar,Frutas,KG,4.25,7,
Uva Blanca Puré,Frutas,KG,1.22,4,
Uva Negra,Frutas,KG,1.39,5,
Uva Negra Ecológico,Frutas,KG,1.74,19,
Uva Negra Deshidratado,Frutas,KG,4.13,3,
Uva Negra En Almíbar,Frutas,KG,2.66,5,
Uva Negra Puré,Frutas,KG,3.57,4,
Fresa,Frutas,KG,1.99,6,
Fresa Ecológico,Frutas,KG,2.88,20,
Fresa Deshidratado,Frutas,KG,4.0,7,
Fresa En Almíbar,Frutas,KG,2.87,3,
Fresa Puré,Frutas,KG,4.11,2,
Frambuesa,Frutas,KG,2.67,14,
Frambuesa Ecológico,Frutas,KG,3.41,6,
Frambuesa Deshidratado,Frutas,KG,1.55,9,
Frambuesa En Almíbar,Frutas,KG,3.19,6,
Frambuesa Puré,Frutas,KG,1.92,9,
Arándano,Frutas,KG,2.98,5,
Arándano Ecológico,Frutas,KG,1.33,11,
Arándano Deshidratado,Frutas,KG,1.34,1,
Arándano En Almíbar,Frutas,KG,1.34,0,
Arándano Puré,Frutas,KG,1.4,0,
Melocotón,Frutas,KG,2.6,4,
Melocotón Ecológico,Frutas,KG,1.66,0,
Melocotón Deshidratado,Frutas,KG,2.9,7,
Melocotón En Almíbar,Frutas,KG,4.04,7,
Melocotón Puré,Frutas,KG,3.33,2,
Albaricoque,Frutas,KG,2.77,2,
Albaricoque Ecológico,Frutas,KG,2.29,6,
Albaricoque Deshidratado,Frutas,KG,2.53,10,
Albaricoque En Almíbar,Frutas,KG,3.02,10,
Albaricoque Puré,Frutas,KG,1.6,4,
Ciruela,Frutas,KG,1.75,16,
Ciruela Ecológico,Frutas,KG,4.38,18,
Ciruela Deshidratado,Frutas,KG,3.36,10,
Ciruela En Almíbar,Frutas,KG,2.0,6,
Ciruela Puré,Frutas,KG,2.1,5,
Kiwi,Frutas,KG,2.59,6,
Kiwi Ecológico,Frutas,KG,1.81,2,
Kiwi Deshidratado,Frutas,KG,2.15,5,
Kiwi En Almíbar,Frutas,KG,2.45,5,
Kiwi Puré,Frutas,KG,3.34,7,
Piña,Frutas,KG,4.41,7,
Piña Ecológico,Frutas,KG,4.02,0,
Piña Deshidratado,Frutas,KG,2.94,5,
Piña En Almíbar,Frutas,KG,4.3,2,
Piña Puré,Frutas,KG,3.75,0,
Mango,Frutas,KG,2.3,17,
Mango Ecológico,Frutas,KG,3.62,17,
Mango Deshidratado,Frutas,KG,2.3,3,
Mango En Almíbar,Frutas,KG,2.74,1,
Mango Puré,Frutas,KG,2.83,8,
Granada,Frutas,KG,2.23,14,
Granada Ecológico,Frutas,KG,1.42,0,
Granada Deshidratado,Frutas,KG,4.46,10,
Granada En Almíbar,Frutas,KG,2.41,9,
Granada Puré,Frutas,KG,3.8,5,
Sandía,Frutas,KG,3.98,1,
Sandía Ecológico,Frutas,KG,3.08,19,
Sandía Deshidratado,Frutas,KG,2.48,3,
Sandía En Almíbar,Frutas,KG,3.52,3,
Sandía Puré,Frutas,KG,3.07,7,
Melón,Frutas,KG,4.21,14,
Melón Ecológico,Frutas,KG,3.8,3,
Melón Deshidratado,Frutas,KG,1.24,2,
Melón En Almíbar,Frutas,KG,3.79,9,
Melón Puré,Frutas,KG,3.31,7,
Higo,Frutas,KG,3.74,6,
Higo Ecológico,Frutas,KG,3.53,2,
Higo Deshidratado,Frutas,KG,2.68,4,
Higo En Almíbar,Frutas,KG,2.24,8,
Higo Puré,Frutas,KG,1.8,5,
Dátil,Frutas,KG,3.98,1,
Dátil Ecológico,Frutas,KG,2.9,14,
Dátil Deshidratado,Frutas,KG,3.3,10,
Dátil En Almíbar,Frutas,KG,1.49,5,
Dátil Puré,Frutas,KG,3.06,9,
Cereza,Frutas,KG,1.81,20,
Cereza Ecológico,Frutas,KG,2.28,16,
Cereza Deshidratado,Frutas,KG,3.62,2,
Cereza En Almíbar,Frutas,KG,2.32,6,
Cereza Puré,Frutas,KG,2.78,8,
Nectarina,Frutas,KG,3.14,0,
Nectarina Ecológico,Frutas,KG,3.58,19,
Nectarina Deshidratado,Frutas,KG,2.7,0,
Nectarina En Almíbar,Frutas,KG,1.63,7,
Nectarina Puré,Frutas,KG,2.8,2,
Caqui,Frutas,KG,2.56,5,
Caqui Ecológico,Frutas,KG,2.14,17,
Caqui Deshidratado,Frutas,KG,4.29,10,
Caqui En Almíbar,Frutas,KG,2.21,10,
Caqui Puré,Frutas,KG,1.39,7,
Arroz Redondo Seco 100 G,Cereales y harinas,KG,3.44,1,Gluten
Arroz Redondo Seco 200 G,Cereales y harinas,KG,2.83,1,Gluten
Arroz Redondo Seco 250 G,Cereales y harinas,KG,3.14,1,Gluten
Arroz Redondo Seco 400 G,Cereales y harinas,KG,1.8,1,Gluten
Arroz Redondo Seco 500 G,Cereales y harinas,KG,2.9,1,Gluten
Arroz Redondo Seco 1 Kg,Cereales y harinas,KG,1.63,1,Gluten
"Arroz Redondo Seco 2,5 Kg",Cereales y harinas,KG,3.19,1,Gluten
Arroz Redondo Seco 5 Kg,Cereales y harinas,KG,1.4,1,Gluten
Arroz Redondo Seco 10 Kg,Cereales y harinas,KG,3.44,1,Gluten
Arroz Redondo Integral 100 G,Cereales y harinas,KG,1.72,2,Gluten
Arroz Redondo Integral 200 G,Cereales y harinas,KG,3.52,2,Gluten
Arroz Redondo Integral 250 G,Cereales y harinas,KG,1.51,2,Gluten
Arroz Redondo Integral 400 G,Cereales y harinas,KG,4.56,2,Gluten
Arroz Redondo Integral 500 G,Cereales y harinas,KG,3.65,2,Gluten
Arroz Redondo Integral 1 Kg,Cereales y harinas,KG,3.39,2,Gluten
"Arroz Redondo Integral 2,5 Kg",Cereales y harinas,KG,1.58,2,Gluten
Arroz Redondo Integral 5 Kg,Cereales y harinas,KG,3.52,2,Gluten
Arroz Redondo Integral 10 Kg,Cereales y harinas,KG,1.04,2,Gluten
Arroz Redondo Sin Gluten 100 G,Cereales y harinas,KG,3.84,1,Gluten
Arroz Redondo Sin Gluten 200 G,Cereales y harinas,KG,3.66,1,Gluten
Arroz Redondo Sin Gluten 250 G,Cereales y harinas,KG,4.77,1,Gluten
Arroz Redondo Sin Gluten 400 G,Cereales y harinas,KG,2.15,1,Gluten
Arroz Redondo Sin Gluten 500 G,Cereales y harinas,KG,2.52,1,Gluten
Arroz Redondo Sin Gluten 1 Kg,Cereales y harinas,KG,1.45,1,Gluten
"Arroz Redondo Sin Gluten 2,5 Kg",Cereales y harinas,KG,1.97,1,Gluten
Arroz Redondo Sin Gluten 5 Kg,Cereales y harinas,KG,2.79,1,Gluten
Arroz Redondo Sin Gluten 10 Kg,Cereales y harinas,KG,2.67,1,Gluten
Arroz Redondo Bio 100 G,Cereales y harinas,KG,3.55,8,Gluten
Arroz Redondo Bio 200 G,Cereales y harinas,KG,3.33,8,Gluten
Arroz Redondo Bio 250 G,Cereales y harinas,KG,2.25,8,Gluten
Arroz Redondo Bio 400 G,Cereales y harinas,KG,3.37,8,Gluten
Arroz Redondo Bio 500 G,Cereales y harinas,KG,4.68,8,Gluten
Arroz Redondo Bio 1 Kg,Cereales y harinas,KG,2.82,8,Gluten
"Arroz Redondo Bio 2,5 Kg",Cereales y harinas,KG,4.73,8,Gluten
Arroz Redondo Bio 5 Kg,Cereales y harinas,KG,3.6,8,Gluten
Arroz Redondo Bio 10 Kg,Cereales y harinas,KG,3.59,8,Gluten
Arroz Redondo Precocido 100 G,Cereales y harinas,KG,3.98,9,Gluten
Arroz Redondo Precocido 200 G,Cereales y harinas,KG,2.55,9,Gluten
Arroz Redondo Precocido 250 G,Cereales y harinas,KG,3.72,9,Gluten
Arroz Redondo Precocido 400 G,Cereales y harinas,KG,1.0,9,Gluten
Arroz Redondo Precocido 500 G,Cereales y harinas,KG,4.8,9,Gluten
Arroz Redondo Precocido 1 Kg,Cereales y harinas,KG,2.7,9,Gluten
"Arroz Redondo Precocido 2,5 Kg",Cereales y harinas,KG,1.54,9,Gluten
Arroz Redondo Precocido 5 Kg,Cereales y harinas,KG,2.14,9,Gluten
Arroz Redondo Precocido 10 Kg,Cereales y harinas,KG,2.67,9,Gluten
Arroz Basmati Seco 100 G,Cereales y harinas,KG,2.51,4,Gluten
Arroz Basmati Seco 200 G,Cereales y harinas,KG,3.39,4,Gluten
Arroz Basmati Seco 250 G,Cereales y harinas,KG,3.72,4,Gluten
Arroz Basmati Seco 400 G,Cereales y harinas,KG,1.81,4,Gluten
Arroz Basmati Seco 500 G,Cereales y harinas,KG,4.71,4,Gluten
Arroz Basmati Seco 1 Kg,Cereales y harinas,KG,4.26,4,Gluten
"Arroz Basmati Seco 2,5 Kg",Cereales y harinas,KG,3.69,4,Gluten
Arroz Basmati Seco 5 Kg,Cereales y harinas,KG,3.22,4,Gluten
Arroz Basmati Seco 10 Kg,Cereales y harinas,KG,2.17,4,Gluten
Arroz Basmati Integral 100 G,Cereales y harinas,KG,3.02,5,Gluten
Arroz Basmati Integral 200 G,Cereales y harinas,KG,2.97,5,Gluten
Arroz Basmati Integral 250 G,Cereales y harinas,KG,4.5,5,Gluten
Arroz Basmati Integral 400 G,Cereales y harinas,KG,3.95,5,Gluten
Arroz Basmati Integral 500 G,Cereales y harinas,KG,4.61,5,Gluten
Arroz Basmati Integral 1 Kg,Cereales y harinas,KG,0.97,5,Gluten
"Arroz Basmati Integral 2,5 Kg",Cereales y harinas,KG,2.24,5,Gluten
Arroz Basmati Integral 5 Kg,Cereales y harinas,KG,3.28,5,Gluten
Arroz Basmati Integral 10 Kg,Cereales y harinas,KG,2.27,5,Gluten
Arroz Basmati Sin Gluten 100 G,Cereales y harinas,KG,3.5,2,Gluten
Arroz Basmati Sin Gluten 200 G,Cereales y harinas,KG,1.58,2,Gluten
Arroz Basmati Sin Gluten 250 G,Cereales y harinas,KG,2.85,2,Gluten
Arroz Basmati Sin Gluten 400 G,Cereales y harinas,KG,1.66,2,Gluten
Arroz Basmati Sin Gluten 500 G,Cereales y harinas,KG,2.46,2,Gluten
Arroz Basmati Sin Gluten 1 Kg,Cereales y harinas,KG,3.98,2,Gluten
"Arroz Basmati Sin Gluten 2,5 Kg",Cereales y harinas,KG,1.5,2,Gluten
Arroz Basmati Sin Gluten 5 Kg,Cereales y harinas,KG,4.21,2,Gluten
Arroz Basmati Sin Gluten 10 Kg,Cereales y harinas,KG,4.09,2,Gluten
Arroz Basmati Bio 100 G,Cereales y harinas,KG,2.24,3,Gluten
Arroz Basmati Bio 200 G,Cereales y harinas,KG,3.91,3,Gluten
Arroz Basmati Bio 250 G,Cereales y harinas,KG,1.55,3,Gluten
Arroz Basmati Bio 400 G,Cereales y harinas,KG,1.9,3,Gluten
Arroz Basmati Bio 500 G,Cereales y harinas,KG,4.78,3,Gluten
Arroz Basmati Bio 1 Kg,Cereales y harinas,KG,3.84,3,Gluten
"Arroz Basmati Bio 2,5 Kg",Cereales y harinas,KG,4.52,3,Gluten
Arroz Basmati Bio 5 Kg,Cereales y harinas,KG,4.68,3,Gluten
Arroz Basmati Bio 10 Kg,Cereales y harinas,KG,4.26,3,Gluten
Arroz Basmati Precocido 100 G,Cereales y harinas,KG,3.38,9,Gluten
Arroz Basmati Precocido 200 G,Cereales y harinas,KG,1.58,9,Gluten
Arroz Basmati Precocido 250 G,Cereales y harinas,KG,4.84,9,Gluten
Arroz Basmati Precocido 400 G,Cereales y harinas,KG,3.88,9,Gluten
Arroz Basmati Precocido 500 G,Cereales y harinas,KG,2.01,9,Gluten
Arroz Basmati Precocido 1 Kg,Cereales y harinas,KG,1.63,9,Gluten
"Arroz Basmati Precocido 2,5 Kg",Cereales y harinas,KG,4.1,9,Gluten
Arroz Basmati Precocido 5 Kg,Cereales y harinas,KG,3.69,9,Gluten
Arroz Basmati Precocido 10 Kg,Cereales y harinas,KG,1.94,9,Gluten
Arroz Integral Seco 100 G,Cereales y harinas,KG,1.93,10,Gluten
Arroz Integral Seco 200 G,Cereales y harinas,KG,4.5,10,Gluten
Arroz Integral Seco 250 G,Cereales y harinas,KG,2.66,10,Gluten
Arroz Integral Seco 400 G,Cereales y harinas,KG,2.53,10,Gluten
Arroz Integral Seco 500 G,Cereales y harinas,KG,1.09,10,Gluten
Arroz Integral Seco 1 Kg,Cereales y harinas,KG,1.31,10,Gluten
"Arroz Integral Seco 2,5 Kg",Cereales y harinas,KG,4.82,10,Gluten
Arroz Integral Seco 5 Kg,Cereales y harinas,KG,3.36,10,Gluten
Arroz Integral Seco 10 Kg,Cereales y harinas,KG,3.95,10,Gluten
Arroz Integral Integral 100 G,Cereales y harinas,KG,1.26,5,Gluten
Arroz Integral Integral 200 G,Cereales y harinas,KG,1.1,5,Gluten
Arroz Integral Integral 250 G,Cereales y harinas,KG,2.45,5,Gluten
Arroz Integral Integral 400 G,Cereales y harinas,KG,3.0,5,Gluten
Arroz Integral Integral 500 G,Cereales y harinas,KG,1.59,5,Gluten
Arroz Integral Integral 1 Kg,Cereales y harinas,KG,4.24,5,Gluten
"Arroz Integral Integral 2,5 Kg",Cereales y harinas,KG,2.48,5,Gluten
Arroz Integral Integral 5 Kg,Cereales y harinas,KG,3.93,5,Gluten
Arroz Integral Integral 10 Kg,Cereales y harinas,KG,3.03,5,Gluten
Arroz Integral Sin Gluten 100 G,Cereales y harinas,KG,3.04,9,Gluten
Arroz Integral Sin Gluten 200 G,Cereales y harinas,KG,2.83,9,Gluten
Arroz Integral Sin Gluten 250 G,Cereales y harinas,KG,4.92,9,Gluten
Arroz Integral Sin Gluten 400 G,Cereales y harinas,KG,4.86,9,Gluten
Arroz Integral Sin Gluten 500 G,Cereales y harinas,KG,2.01,9,Gluten
Arroz Integral Sin Gluten 1 Kg,Cereales y harinas,KG,1.93,9,Gluten
"Arroz Integral Sin Gluten 2,5 Kg",Cereales y harinas,KG,4.57,9,Gluten
Arroz Integral Sin Gluten 5 Kg,Cereales y harinas,KG,1.94,9,Gluten
Arroz Integral Sin Gluten 10 Kg,Cereales y harinas,KG,0.98,9,Gluten
Arroz Integral Bio 100 G,Cereales y harinas,KG,1.91,6,Gluten
Arroz Integral Bio 200 G,Cereales y harinas,KG,4.73,6,Gluten
Arroz Integral Bio 250 G,Cereales y harinas,KG,4.01,6,Gluten
Arroz Integral Bio 400 G,Cereales y harinas,KG,3.67,6,Gluten
Arroz Integral Bio 500 G,Cereales y harinas,KG,3.45,6,Gluten
Arroz Integral Bio 1 Kg,Cereales y harinas,KG,1.24,6,Gluten
"Arroz Integral Bio 2,5 Kg",Cereales y harinas,KG,4.82,6,Gluten
Arroz Integral Bio 5 Kg,Cereales y harinas,KG,3.45,6,Gluten
Arroz Integral Bio 10 Kg,Cereales y harinas,KG,2.23,6,Gluten
Arroz Integral Precocido 100 G,Cereales y harinas,KG,4.18,0,Gluten
